POI,subway_station,subway_station,subway_station,police,police,police,primary_school,primary_school,primary_school,university,university,university,library,library,library,night_club,night_club,night_club,shopping_mall,shopping_mall,shopping_mall,supermarket,supermarket,supermarket,bus_station,bus_station,bus_station,park,park,park,church,church,church,hospital,hospital,hospital
臺北市中正區三元街158之1號2樓,0,2,3,2,12,15,2,8,14,1,4,10,6,17,29,2,4,4,0,0,4,5,16,25,3,14,35,16,45,60,13,29,58,4,20,32
臺北市大同區歸綏街78之3號4樓,1,4,7,8,16,26,4,10,13,3,14,24,6,19,25,3,48,60,3,39,56,5,18,29,5,18,38,10,33,53,10,43,60,8,39,60
臺北市內湖區民權東路六段１９０巷３８號２樓,0,0,12,0,1,22,0,2,26,2,13,34,1,4,19,0,0,13,1,1,37,2,3,60,0,1,60,10,20,60,3,4,60,15,22,60
臺北市信義區忠孝東路四段553巷46弄24號五樓,1,3,4,1,1,7,0,5,9,1,9,13,4,13,19,2,16,41,4,24,44,1,15,34,7,16,31,7,32,58,4,34,60,2,32,60
臺北市信義區吳興街３６８巷１５號３樓,0,2,12,1,6,19,2,4,27,12,17,60,3,5,43,2,4,60,1,2,51,5,8,60,1,6,60,5,29,60,7,13,60,21,23,60
臺北市大安區復興南路二段７８巷３０弄５號３樓,1,3,20,1,3,35,4,8,42,4,23,60,4,14,60,1,7,60,2,6,60,5,22,60,8,25,60,11,41,60,7,45,60,8,46,60
臺北市北投區雙全街６２巷６號二樓,1,2,5,3,3,4,6,7,12,0,3,26,1,4,10,2,5,7,0,0,2,6,13,27,0,7,23,13,35,60,8,18,31,8,23,27
臺北市北投區三合街一段８２巷６２弄１６號３樓,0,4,7,0,3,11,1,4,17,1,5,32,1,2,17,2,3,11,0,1,3,3,10,41,1,13,31,9,40,60,5,12,51,1,7,60
臺北市士林區中山北路七段２１３之６號７樓,0,0,2,1,1,8,0,1,17,0,2,46,2,4,22,0,1,6,0,2,10,3,9,44,0,0,15,7,19,60,4,8,58,1,2,60
臺北市南港區東明街７０號５樓,0,1,8,2,6,16,2,4,26,0,0,31,0,4,31,0,1,11,5,7,22,5,5,43,2,10,49,10,21,60,3,9,58,0,2,60
臺北市南港區興華路１１７號１４樓,0,1,6,2,2,15,2,3,23,0,0,22,2,2,28,1,1,5,6,7,15,3,6,40,1,13,43,7,26,60,5,9,49,0,3,60
臺北市松山區八德路4段660號12樓之7,1,2,4,2,3,5,1,6,11,0,3,5,2,6,12,2,10,17,5,8,16,3,17,31,9,19,20,9,47,60,5,31,47,3,15,38
臺北市松山區南京東路五段２３４號１４樓之３,1,1,3,0,4,7,1,7,10,3,8,11,2,8,14,6,9,11,1,9,21,6,21,36,2,8,27,9,31,60,11,34,59,5,32,47
臺北市中山區南京東路一段１３２巷１８號８樓之２,0,4,8,3,16,22,2,4,9,1,9,39,1,18,28,51,60,60,3,34,59,3,12,29,5,38,55,6,41,60,9,52,60,9,45,60
臺北市萬華區西藏路１２５巷１３號２樓,0,1,2,1,7,19,5,14,16,1,3,8,2,10,18,1,8,13,0,6,6,7,23,37,5,18,24,0,57,60,9,30,44,1,25,33
臺北市文山區木柵路四段33巷9號5樓之2,1,3,5,0,2,10,2,5,21,1,14,39,0,5,25,0,0,3,0,0,0,0,7,27,2,10,32,7,20,60,3,22,52,0,3,28
臺北市大安區和平東路一段２１４號九樓,0,4,6,1,1,5,4,13,18,10,36,60,7,18,31,0,3,4,4,12,18,5,20,30,5,26,33,19,55,60,15,60,60,5,25,46
臺北市大安區和平東路二段96巷17弄1之1號4樓,1,1,18,0,1,23,2,8,44,33,60,60,7,20,60,0,3,58,2,4,60,3,15,60,7,14,60,7,35,60,13,34,60,0,17,60
臺北市士林區永平街９巷２３號四樓,0,0,6,1,1,18,1,2,17,0,0,18,1,1,35,2,2,21,0,4,33,3,6,59,1,1,53,4,12,60,4,5,60,2,4,60
臺北市北投區三合街二段４１２號,1,3,7,0,2,11,1,3,17,1,3,31,1,2,17,2,3,11,0,2,3,4,9,40,5,15,31,12,33,60,3,11,49,1,7,60
臺北市信義區松山路６１５巷１號三樓之１,0,2,4,1,5,12,1,7,9,2,3,4,2,10,11,4,9,19,0,0,25,6,12,22,0,6,17,10,40,60,11,24,33,4,14,20
臺北市信義區吳興街１５６巷２２弄4號2樓,0,3,5,2,9,9,2,5,9,14,24,28,3,10,14,1,18,25,2,17,31,4,22,41,4,22,35,10,35,59,14,35,46,22,28,60
臺北市南港區中坡北路７６巷４號三樓,2,3,4,2,4,5,3,8,13,0,1,4,1,7,11,4,12,16,3,8,9,5,18,24,9,15,19,17,42,60,11,29,47,16,27,33
臺北市松山區三民路35巷6號9樓,0,1,2,4,4,8,2,7,11,0,7,9,2,6,13,1,9,9,1,4,16,12,25,28,4,7,11,4,37,60,11,37,50,5,31,38
臺北市信義區莊敬路３１９號三樓,0,2,5,1,7,12,3,4,6,13,22,26,3,7,15,3,18,22,1,19,31,4,16,32,2,18,28,8,35,56,7,25,41,22,27,34
臺北市內湖區內湖路三段３５９號,0,0,7,0,0,10,0,1,14,0,8,34,1,2,10,0,1,7,0,0,17,1,4,37,0,0,42,4,14,60,1,5,49,0,0,60
臺北市中山區中山北路二段１１８號十二樓之１,3,5,7,1,13,19,2,9,16,5,21,27,2,12,28,29,56,60,5,23,38,4,20,33,3,18,35,13,38,60,14,40,60,27,52,60
臺北市中山區長安東路二段４９號七樓之１,1,3,6,1,5,17,1,5,7,0,18,30,0,11,25,5,60,60,9,15,36,4,16,28,9,28,48,8,47,60,13,48,60,11,28,52
臺北市中山區雙城街19巷8號3樓之1,1,4,6,0,5,15,3,6,11,13,20,24,3,11,16,9,42,54,3,10,20,7,18,30,4,17,33,7,47,60,15,36,54,18,43,55
臺北市中山區農安街28之1號七樓之6,1,5,6,0,3,10,3,5,9,6,20,24,3,8,16,10,42,55,3,10,20,9,20,32,4,17,36,13,44,60,16,35,54,19,47,56
臺北市中山區德惠街105巷6號4樓,0,2,4,0,4,5,3,5,7,2,19,21,3,7,11,5,28,45,0,10,14,8,25,33,0,14,27,14,40,60,10,29,43,8,32,50
臺北市中山區松江路25巷5號3樓之5,0,2,5,1,5,16,1,6,9,7,17,32,1,9,22,1,44,60,8,16,31,3,20,29,7,27,50,9,52,60,11,48,60,7,30,49
內湖路一段７０９號八樓,1,2,6,1,2,12,1,4,20,5,16,33,1,2,13,0,1,8,2,4,32,6,13,60,5,12,42,9,27,60,10,20,60,6,12,60
臺北市內湖區行善路５９巷４０弄１號六樓之３,0,1,1,1,2,4,1,3,4,0,0,3,0,2,3,0,3,8,5,18,20,5,12,20,0,9,14,7,29,58,2,9,20,0,5,14
臺北市萬華區艋舺大道275巷18號四樓,1,1,1,4,9,10,3,8,14,0,3,11,2,6,13,3,10,15,4,6,7,6,23,32,9,15,21,18,38,60,3,20,31,9,24,43
臺北市大同區延平北路三段５號十七樓之１,1,2,5,6,12,16,4,9,14,1,5,22,4,12,18,3,10,16,1,11,24,0,10,28,5,14,30,5,21,47,7,29,47,4,17,38
臺北市萬華區漢口街二段51號9樓之1,1,3,6,7,11,21,2,3,5,1,25,31,5,14,22,18,27,33,20,36,58,3,13,21,13,31,54,7,26,42,3,25,39,6,51,60
臺北市萬華區桂林路２４２巷６８弄９號,0,1,1,2,7,9,2,6,8,0,1,8,1,5,7,2,7,11,0,6,6,4,15,23,0,10,14,14,36,47,2,9,23,7,16,38
臺北市文山區辛亥路四段77巷92弄7號11樓之2,1,1,9,0,1,13,1,1,30,0,2,60,0,1,40,0,0,15,0,0,11,0,1,55,0,7,57,2,21,60,3,4,60,0,3,60
臺北市文山區興德路20巷18號12樓,1,2,10,1,4,17,2,7,31,6,11,60,2,3,41,1,1,10,0,0,5,2,6,47,7,7,60,3,23,60,4,16,60,15,18,47
臺北市文山區羅斯福路五段97巷16號2樓,1,1,12,2,4,22,3,6,46,6,56,60,3,7,55,1,3,21,1,3,19,4,8,60,2,8,60,9,39,60,7,12,60,1,2,60
臺北市文山區木柵路二段109巷25弄84號4樓,0,0,9,1,2,15,2,8,28,0,5,47,1,6,30,0,1,6,0,0,5,1,7,42,3,6,51,12,27,60,7,20,60,3,6,41
臺北市文山區政大一街320巷108號4樓,0,0,3,0,1,5,0,1,9,0,2,20,1,9,16,0,0,1,0,0,2,0,2,16,1,2,24,9,19,60,0,1,32,0,1,9
臺北市中正區羅斯福路三段１２８巷３６弄４號三樓,1,3,3,0,2,5,3,9,14,4,27,57,4,15,24,2,3,8,2,8,10,3,13,27,5,13,25,13,48,60,26,56,60,5,20,41
臺北市文山區汀州路四段271號十二樓,1,1,2,1,2,8,2,5,9,0,11,21,2,4,6,0,3,4,1,2,2,5,11,22,3,5,18,8,30,51,2,24,42,1,2,14
臺北市萬華區成都路102號12樓之6,0,2,5,2,11,16,1,3,6,5,11,24,3,10,17,14,26,29,16,24,28,7,15,19,1,27,38,7,24,41,4,13,26,19,40,59
臺北市大同區重慶北路三段120巷71號4樓,0,3,4,3,12,14,2,9,12,1,6,19,1,9,15,2,7,13,2,7,14,3,7,24,3,18,28,5,24,45,4,24,40,5,10,25
臺北市大同區民生西路280號7樓,0,6,7,8,13,24,3,9,11,2,6,21,8,17,23,5,10,51,12,40,57,10,15,19,2,19,43,8,27,52,10,25,55,7,36,57
臺北市萬華區萬大路４２３巷３０弄３號十樓,0,0,0,2,4,7,4,7,11,0,1,2,1,3,8,0,2,5,0,0,1,5,13,23,2,3,6,8,29,41,5,15,30,2,7,13
臺北市萬華區艋舺大道275巷18號五樓,1,1,1,4,9,10,3,8,14,0,3,11,2,6,13,3,10,15,4,6,7,6,23,32,9,15,21,18,38,60,3,20,31,9,24,43
臺北市萬華區長泰街73巷4號2樓,0,0,0,2,4,7,4,8,10,0,1,2,2,4,10,0,4,6,0,1,1,6,16,23,2,3,9,5,32,46,8,21,31,3,8,13
臺北市萬華區長沙街二段148號五樓之2,0,2,3,3,13,16,2,4,10,5,10,17,3,11,17,7,27,28,1,25,28,5,19,22,1,30,35,9,26,60,8,13,23,22,40,48
臺北市萬華區東園街３０號七樓之１,0,1,1,1,6,8,4,11,12,1,2,2,1,5,7,4,6,9,1,3,6,6,19,29,0,10,16,7,35,60,9,20,27,7,10,19
臺北市中山區敬業三路１６２巷６８號三樓,0,2,7,0,1,14,2,5,22,0,0,58,0,2,26,0,1,9,2,11,47,1,9,60,2,11,60,14,36,60,1,7,60,2,5,60
臺北市內湖區康寧路一段75號2樓,1,2,7,3,4,18,1,2,20,1,18,34,0,3,13,2,6,6,1,1,22,6,8,53,6,13,44,5,21,60,10,16,59,10,31,60
臺北市中山區大直街63號4樓,1,2,10,0,1,14,1,2,26,11,11,60,2,4,29,0,0,17,0,3,33,6,9,60,3,8,60,8,19,60,7,10,60,0,3,60
臺北市中山區吉林路２２巷１１號,1,3,6,1,11,18,2,5,6,1,16,35,0,10,28,28,60,60,1,29,42,3,14,26,9,29,52,10,44,60,6,42,60,13,36,60
臺北市中山區雙城街１９巷１１號,1,4,6,0,5,15,3,6,10,13,20,24,3,11,16,8,41,54,2,10,20,7,18,30,4,17,33,7,46,60,15,36,54,18,43,55
臺北市內湖區大湖街160巷2弄7之1號,1,2,6,3,3,13,1,3,15,0,1,31,0,0,10,2,3,6,0,0,10,2,6,42,4,8,41,11,32,60,4,12,57,2,13,60
臺北市中山區復興北路４３２號５樓之３,1,2,4,1,2,5,1,2,4,0,20,25,0,3,14,1,5,9,2,13,17,5,20,27,7,20,35,6,28,56,6,21,28,7,17,39
臺北市中山區中山北路二段７７巷３７號十二樓之４,1,5,7,2,11,20,0,10,13,2,12,28,2,15,24,39,60,60,9,28,41,5,18,33,2,19,50,12,42,60,12,42,60,16,55,60
臺北市中山區中山北路二段62巷3號六樓,2,4,9,3,16,28,0,7,16,3,11,30,3,14,30,32,60,60,11,38,59,4,21,35,3,19,53,12,40,60,8,46,60,17,55,60
臺北市大同區重慶北路三段１１３巷５５號三樓之３,0,3,5,3,12,15,4,9,14,3,17,22,2,9,17,2,9,28,2,9,15,4,7,18,6,19,20,9,27,52,7,36,43,6,18,43
臺北市中山區新生北路二段４５巷３８號二樓,0,5,6,0,6,13,2,6,8,1,9,35,3,11,20,21,60,60,3,25,41,4,17,32,8,31,44,8,43,60,10,39,60,7,53,60
臺北市信義區嘉興街179之24號,0,4,14,1,4,23,1,3,36,9,23,60,1,7,60,3,11,60,1,7,60,8,32,60,4,21,60,7,34,60,13,41,60,2,35,60
臺北市南港區忠孝東路六段２７８巷５弄２５號四樓,1,2,6,0,5,17,3,5,22,0,1,25,1,4,27,1,2,23,1,2,37,2,6,52,5,9,44,8,32,60,4,14,60,0,17,60
臺北市松山區八德路三段１５５巷２之３號二樓,1,4,5,2,5,9,2,9,13,0,12,17,5,14,22,2,18,35,2,17,42,4,17,39,2,18,37,11,31,60,18,50,60,10,60,60
臺北市松山區八德路二段348號3樓之5,0,4,4,3,6,8,4,7,10,4,15,47,4,15,22,7,33,46,5,39,44,6,24,34,6,27,48,6,45,60,13,49,60,10,60,60
臺北市中山區林森北路472號六樓之16,1,4,8,2,4,20,3,7,12,4,21,26,3,12,21,35,56,60,6,16,32,8,21,30,2,19,46,12,42,60,11,43,60,28,50,60
臺北市信義區松仁路３０８巷９５號七樓,0,0,10,0,1,18,0,2,19,2,6,45,2,3,31,0,2,38,0,0,39,3,4,60,0,1,60,5,15,60,1,6,60,0,10,60
臺北市士林區福華路147巷2號3樓,1,2,6,1,1,15,1,6,24,2,2,52,0,2,29,2,3,17,4,4,22,3,12,60,10,17,45,13,23,60,6,30,60,1,30,60
臺北市北投區懷德街75巷11號4樓,2,2,6,1,8,10,2,8,22,0,12,34,2,10,26,4,4,11,1,1,13,5,16,54,6,9,44,4,24,60,12,24,60,22,60,60
臺北市北投區中和街３９８巷５弄１號三樓之３,0,1,4,0,2,4,1,5,12,1,3,7,2,4,7,2,4,7,0,0,0,4,8,19,0,2,19,3,22,60,3,11,25,0,7,23
臺北市士林區承德路四段58巷46弄2號3樓,1,1,8,0,2,23,2,2,22,0,10,45,0,2,31,4,7,44,1,9,34,3,7,59,2,7,58,11,23,60,5,11,60,1,6,60
臺北市北投區東陽街４０４號,2,2,6,1,8,13,2,8,22,0,10,34,0,8,27,3,5,11,1,3,14,8,14,57,4,9,43,5,24,60,12,22,60,5,52,60
臺北市北投區磺港路１４０號十樓,1,4,6,0,3,11,0,4,15,1,3,31,1,2,17,3,4,10,0,0,3,6,10,38,6,13,29,9,42,60,6,13,41,2,11,60
臺北市北投區文林北路306號10樓,0,2,6,4,6,9,3,5,21,0,4,34,1,3,24,0,4,12,0,2,15,5,16,60,0,9,45,5,13,60,5,20,60,3,9,60
臺北市北投區行義路130巷24號3樓,0,0,2,0,1,6,0,0,18,0,2,45,0,3,22,0,1,6,0,0,7,2,6,37,0,0,16,3,19,60,0,6,50,0,1,60
臺北市士林區天母東路8巷23號5樓之7,0,0,3,0,1,11,4,7,21,2,5,55,3,9,26,0,2,8,2,5,12,5,21,51,0,0,31,7,27,60,4,20,60,4,29,60
臺北市士林區福林路２５１巷８號五樓之３,0,0,7,1,1,12,2,4,21,0,8,45,1,3,25,0,0,14,0,0,21,1,4,50,0,7,39,10,33,60,5,18,60,0,31,60
臺北市大安區和平東路三段63號12樓之3,1,2,17,0,5,25,0,7,42,12,33,60,3,12,60,2,9,60,2,6,60,12,25,60,4,16,60,9,36,60,15,42,60,6,16,60
臺北市大安區建國南路二段９７號七樓,1,3,20,0,6,36,2,12,44,5,24,60,3,18,60,0,3,60,1,13,60,2,14,60,4,27,60,16,44,60,3,41,60,4,24,60
臺北市大安區通化街120巷17號3樓,1,2,5,3,4,6,1,8,14,5,25,41,2,12,19,5,9,25,3,8,19,9,34,43,7,26,42,11,35,55,10,44,60,6,48,60
臺北市大安區安和路一段127巷4號4樓,1,4,7,2,4,6,2,9,12,3,13,25,3,9,18,4,32,41,2,18,35,8,26,45,12,35,54,7,28,55,10,49,60,35,60,60
臺北市大安區信義路四段６０之３３號六樓,1,3,7,1,4,7,3,9,13,2,17,33,2,12,21,5,13,35,1,11,30,5,25,46,8,30,55,11,34,60,12,47,60,11,60,60
臺北市大安區杭州南路二段２５巷３９號四樓,1,3,7,0,6,17,1,8,14,7,29,38,3,29,43,0,0,2,3,13,15,6,22,29,5,25,39,6,32,60,14,47,60,4,37,60
臺北市大安區臥龍街293號十二樓之5,1,2,13,0,1,24,0,1,35,0,7,60,0,2,47,0,3,38,0,1,39,3,8,60,3,8,60,11,25,60,2,9,60,2,4,60
臺北市文山區樟新街４８巷１６號５樓,0,0,10,1,1,20,0,2,34,0,1,49,1,3,44,0,0,13,0,4,11,2,8,60,0,4,60,5,16,60,0,4,60,0,3,60
臺北市士林區雨農路８６號五樓,0,1,5,0,1,14,2,4,21,0,9,46,1,3,28,0,1,15,0,0,22,1,6,50,0,11,38,11,33,60,5,27,60,1,35,60
臺北市士林區福港街２１０巷１８弄１號五樓,0,1,6,2,2,15,1,2,22,0,2,30,1,4,23,0,8,23,1,12,27,2,10,51,0,8,51,4,26,60,2,12,60,1,9,60
臺北市中山區八德路二段３１２巷３５號,1,3,6,2,4,9,2,6,10,4,22,28,5,13,18,10,32,45,9,32,52,7,19,30,5,34,49,12,33,60,16,45,60,10,60,60
臺北市中山區龍江路３４２巷１號２樓,0,1,3,0,2,3,1,3,5,0,19,24,0,4,9,0,2,8,5,6,10,12,20,27,4,18,32,4,19,52,3,18,31,3,15,24
臺北市信義區吳興街３６２號４樓之１,0,2,12,1,6,19,2,4,27,10,18,60,3,7,43,2,5,60,1,15,58,5,8,60,1,6,60,8,29,60,7,14,60,21,24,60
臺北市松山區北寧路32巷1號二樓,1,3,6,2,5,10,2,7,14,1,12,20,7,17,22,1,25,40,2,30,43,6,20,35,4,22,35,11,36,60,19,50,60,10,60,60
臺北市南港區忠孝東路六段278巷35弄13號三樓,1,2,6,0,5,17,3,5,22,1,1,24,1,5,27,1,2,24,1,2,41,2,7,52,5,9,41,10,34,60,2,17,60,11,17,60
臺北市北投區行義路５２號７樓,0,0,4,0,1,11,0,2,20,1,2,46,0,4,24,0,1,8,0,0,11,4,10,50,0,0,20,9,19,60,3,8,60,1,22,60
臺北市大安區辛亥路三段１５７巷２２弄１５號２樓,0,2,12,1,1,24,2,3,41,0,57,60,2,13,59,2,3,39,0,2,40,2,11,60,1,8,60,8,24,60,1,15,60,0,8,60
臺北市內湖區安泰街９３號５樓之１,0,0,7,0,1,15,0,3,18,0,1,14,0,2,13,0,0,8,1,2,19,0,12,51,2,4,48,8,21,60,0,6,56,0,16,60
臺北市內湖區金龍路２２２巷１２號７樓,0,1,6,0,1,10,0,1,14,0,8,34,1,2,12,1,2,7,0,1,18,1,8,40,0,7,41,5,18,60,4,10,51,0,12,60
臺北市中山區北安路６０８巷５弄１８號,1,2,8,0,1,15,2,2,24,8,11,60,3,3,26,0,1,14,1,8,39,8,11,60,3,11,60,9,27,60,8,11,60,1,5,52
臺北市內湖區內湖路二段１０３巷１１９弄１９號３樓,0,2,7,0,2,10,1,5,16,1,13,34,1,2,10,0,2,7,0,3,29,4,13,46,0,13,47,4,28,60,2,21,52,1,16,60
臺北市內湖區文德路２１０巷８號１０樓之２,1,2,7,0,2,15,1,1,24,0,14,34,0,2,14,1,2,7,0,3,31,2,13,53,4,14,43,9,18,60,5,22,60,3,19,60
臺北市中正區臨沂街50之5號二樓,1,3,7,0,7,12,1,7,10,2,26,46,3,23,42,0,1,2,5,13,24,6,18,25,5,21,41,7,42,60,9,43,60,9,19,59
臺北市北投區中山路１之７號四樓之４,1,2,5,1,3,7,1,7,16,1,2,30,1,3,14,2,4,8,0,0,3,4,9,31,0,6,27,17,32,60,6,19,36,12,20,58
臺北市文山區興隆路二段２０３巷１０６號５樓,0,1,11,3,5,19,3,8,36,2,11,60,1,2,47,0,3,15,0,1,14,3,11,60,0,6,60,12,28,60,2,21,60,1,4,60
臺北市大安區新生南路一段９７巷３８號四樓,1,3,6,3,8,10,2,4,11,11,15,28,3,15,23,1,8,29,1,22,41,3,16,32,9,24,51,8,38,60,10,37,60,4,33,60
臺北市大安區復興南路二段１２５巷６號三樓,2,2,17,1,3,31,3,8,42,7,28,60,3,16,60,1,8,60,3,7,60,7,21,60,7,21,60,10,42,60,13,46,60,9,35,60
臺北市大安區建國南路一段291巷11號,1,4,6,1,6,6,3,7,16,1,11,27,2,17,25,0,10,19,1,16,39,2,14,40,6,29,51,6,44,60,4,37,60,3,54,60
臺北市北投區幽雅路７號十三樓之８,0,0,5,0,1,8,0,2,16,1,1,40,0,1,18,0,0,11,0,0,3,0,2,38,1,1,26,6,23,60,3,6,45,8,12,60
臺北市士林區天玉街75巷3號五樓,0,0,4,1,1,12,1,5,20,2,3,46,2,7,23,1,1,8,0,2,11,6,13,51,0,0,27,12,23,60,8,10,60,2,15,60
臺北市北投區尊賢街251巷29號3樓,1,2,7,0,0,11,1,3,19,0,9,32,1,5,14,0,0,11,0,2,11,5,9,47,6,7,41,11,27,60,5,9,57,1,4,60
臺北市北投區三合街一段８２巷５８號九樓,1,3,7,0,2,11,1,4,17,1,5,32,1,2,17,2,3,11,0,2,3,4,10,41,3,15,31,8,39,60,4,12,51,1,7,60
臺北市松山區健康路212號三樓,1,2,2,3,7,10,4,8,12,1,7,10,1,13,19,2,9,14,1,5,20,8,27,31,4,7,16,6,47,60,13,46,60,18,34,56
臺北市松山區南京東路五段212號10樓之5,1,1,3,0,4,9,1,6,10,3,8,11,2,8,14,6,9,13,1,9,19,5,22,34,4,9,23,9,31,60,12,36,60,6,31,46
臺北市松山區撫遠街376巷4之1號3樓,0,0,0,0,4,5,3,4,5,0,1,1,0,2,2,0,1,1,0,5,11,1,9,23,1,2,7,5,29,43,2,12,16,1,6,14
臺北市南港區向陽路162巷85號7樓,0,1,8,4,4,17,1,3,25,0,0,18,1,2,29,0,0,15,0,2,30,1,5,52,2,8,53,9,22,60,2,9,60,1,1,60
臺北市南港區興華路114巷1弄5號二樓,0,1,6,2,2,15,2,3,23,0,0,20,2,2,28,0,1,6,4,7,15,3,5,39,1,14,43,8,26,60,5,8,51,0,3,60
臺北市信義區基隆路二段１７３號,1,3,15,1,4,26,0,5,36,3,33,60,1,9,60,3,9,60,3,7,60,9,29,60,6,19,60,8,31,60,15,43,60,3,35,60
臺北市南港區舊莊街一段２５７號,0,0,3,1,1,4,1,3,7,0,3,22,0,9,17,0,0,3,0,0,9,1,3,11,3,3,20,3,13,51,1,1,14,0,0,3
臺北市松山區富錦街413號5樓之1,0,1,2,4,5,7,3,7,10,1,2,5,2,3,12,1,2,8,1,2,6,5,16,24,0,11,16,9,34,58,12,19,40,4,20,45
臺北市大同區敦煌路２４巷６號七樓之２,1,1,2,0,4,6,1,3,7,1,13,15,1,2,7,0,7,13,0,6,9,1,6,13,4,11,15,8,35,59,2,16,35,0,8,22
臺北市內湖區民權東路六段１８０巷４２弄１１號５樓,0,0,13,1,1,23,1,1,29,1,13,34,3,4,20,0,0,16,1,2,38,2,3,60,0,2,60,7,21,60,3,4,60,15,22,60
臺北市內湖區民權東路六段１８０巷４２弄１３號１２樓之１,0,0,13,1,1,23,1,1,29,1,13,34,2,4,20,0,0,16,1,2,38,2,3,60,0,2,60,5,21,60,3,5,60,14,22,60
臺北市內湖區民權東路六段１８０巷４２弄１３號１５樓之３,0,0,13,1,1,23,1,1,29,1,13,34,2,4,20,0,0,16,1,2,38,2,3,60,0,2,60,5,21,60,3,5,60,14,22,60
臺北市內湖區民權東路六段１８０巷４２弄７號１１樓,0,0,12,1,1,23,1,1,29,1,13,34,2,4,20,0,0,16,1,2,38,2,3,60,0,2,60,5,21,60,3,5,60,14,22,60
臺北市中山區北安路621巷14號4樓,1,2,9,0,1,15,2,2,25,11,11,60,3,3,26,0,1,15,0,7,32,7,11,60,3,10,60,11,25,60,10,10,60,1,4,60
臺北市內湖區新豐街101號11樓,0,0,9,0,2,18,2,3,28,1,2,35,0,1,20,0,0,24,0,7,36,0,8,60,1,3,60,2,23,60,1,5,60,3,5,60
臺北市中山區長安東路二段171號11樓之4,1,3,6,2,4,8,3,5,10,6,23,46,3,11,19,7,26,46,5,27,50,6,23,27,9,35,54,9,46,60,12,50,60,8,44,60
臺北市中山區新生北路一段54號9樓之3,1,3,4,1,9,19,2,4,8,8,22,32,0,14,26,1,55,60,9,14,34,3,13,25,5,30,46,15,42,60,8,46,60,6,29,51
臺北市內湖區內湖路二段１７９巷４８弄２２號五樓,0,2,7,0,2,10,0,2,18,8,10,34,1,2,12,0,4,7,0,2,28,2,13,47,1,12,39,6,28,60,2,24,56,0,17,60
臺北市中山區北安路573巷8弄4號3樓,1,2,11,1,1,18,2,2,26,9,11,60,3,4,29,0,1,20,1,4,41,8,10,60,4,10,60,8,25,60,10,10,60,1,4,60
臺北市萬華區武成街７號三樓,0,0,0,0,2,4,0,5,7,0,0,1,0,1,4,0,3,3,0,0,1,5,7,14,0,2,4,6,25,43,1,10,19,0,6,8
臺北市萬華區萬大路97號4樓,0,1,2,1,11,13,3,12,15,1,3,7,1,10,16,1,8,12,1,6,6,6,27,36,6,17,23,4,58,60,6,28,42,1,24,34
臺北市大同區延平北路二段２４７巷２５號二樓之２,1,3,6,10,11,17,7,10,11,2,12,21,6,13,19,4,10,41,2,14,35,2,14,28,8,12,32,5,27,46,10,33,50,5,18,58
臺北市中正區金山南路一段110巷37號2樓,1,3,7,1,7,19,1,6,12,3,21,48,4,34,42,0,0,2,3,14,25,9,20,30,6,25,47,6,35,60,7,46,60,5,37,60
臺北市文山區木柵路一段３２４號,0,0,9,0,1,16,3,6,32,1,4,48,3,5,34,1,1,10,0,0,7,0,9,60,2,5,52,14,27,60,3,17,60,1,5,60
臺北市文山區興隆路一段２６５號二樓,0,2,10,1,8,23,2,10,38,3,5,60,0,3,44,1,3,13,0,1,14,3,16,60,0,12,60,12,35,60,13,35,60,2,14,60
臺北市文山區木新路三段１４２號,0,0,9,0,2,18,2,6,35,0,3,50,0,6,39,0,1,9,0,0,6,4,13,60,0,4,57,5,31,60,6,15,60,3,5,60
臺北市文山區福興路106巷39號八樓,0,1,11,0,3,18,0,7,37,2,6,60,0,1,46,0,2,16,0,0,12,1,6,57,0,3,60,7,22,60,0,8,60,0,2,60
臺北市文山區興隆路二段96巷100之5號,0,1,10,2,3,20,3,8,33,2,15,60,1,4,35,1,2,11,0,0,9,3,8,54,0,8,60,6,31,60,5,26,60,2,19,60
臺北市文山區興隆路三段２２１巷４弄１１號,0,2,8,0,2,17,1,6,26,0,8,47,0,5,31,0,0,6,0,0,5,1,4,45,0,8,51,3,27,60,4,16,60,1,18,43
臺北市中正區牯嶺街８３號18樓,1,2,4,1,10,13,3,8,14,2,15,26,7,22,36,1,3,5,0,4,12,7,11,27,5,20,34,8,42,60,27,49,60,18,28,35
臺北市文山區辛亥路四段１０１巷８５之１3號5樓,1,2,9,0,3,18,1,3,31,0,8,60,1,3,43,0,1,15,0,0,9,0,3,51,3,10,60,5,20,60,4,7,60,0,17,60
臺北市文山區興隆路三段304巷32之16號5樓,1,1,9,0,4,19,0,10,30,6,12,60,1,4,37,0,2,9,0,0,7,0,7,50,4,7,56,3,17,60,4,16,60,1,18,60
臺北市文山區辛亥路五段１１８巷１５號五樓,0,1,10,2,4,19,3,8,33,7,16,60,2,3,35,1,2,11,0,0,10,3,9,54,0,7,59,5,29,60,5,24,60,1,18,60
臺北市萬華區中華路二段484巷10號五樓之1,0,0,2,0,10,19,2,11,16,0,2,7,3,11,18,1,4,5,0,0,6,7,16,29,1,13,27,9,47,60,10,30,44,3,7,23
臺北市大同區南京西路１６７巷８號,0,5,7,3,18,30,3,7,11,1,11,26,5,17,27,4,11,58,14,47,60,12,14,17,4,30,48,6,29,50,8,28,57,9,31,60
